TABLE NO.  1
 TIME        CAT         DOSE        CP          IPRED       W
  1.9200E+00  2.0000E+00  0.0000E+00  8.3300E+00  8.2420E+00  1.0000E+00
  3.5000E+00  2.0000E+00  0.0000E+00  6.8500E+00  7.0984E+00  1.0000E+00
  3.5000E+00  2.0000E+00  0.0000E+00  6.8500E+00  7.0984E+00  1.0000E+00
  5.0200E+00  2.0000E+00  0.0000E+00  6.0800E+00  6.1483E+00  1.0000E+00
  7.0300E+00  2.0000E+00  0.0000E+00  5.4000E+00  5.0843E+00  1.0000E+00
  7.0300E+00  2.0000E+00  0.0000E+00  5.4000E+00  5.0843E+00  1.0000E+00
  1.2000E+01  2.0000E+00  0.0000E+00  3.0100E+00  3.1781E+00  1.0000E+00
  2.4300E+01  2.0000E+00  0.0000E+00  9.0000E-01  9.9351E-01  1.0000E+00
  2.4300E+01  2.0000E+00  0.0000E+00  9.0000E-01  9.9351E-01  1.0000E+00
TABLE NO.  1
 TIME        CAT         DOSE        CP          IPRED       W
  0.0000E+00  1.0000E+00  3.2000E+02  0.0000E+00  0.0000E+00  1.0000E+00
  1.0000E-01  3.0000E+00  0.0000E+00  3.0000E+00  1.4516E+00  1.0000E+10
  2.7000E-01  2.0000E+00  0.0000E+00  1.7100E+00  3.4290E+00  1.0000E+00
  1.0000E+00  2.0000E+00  0.0000E+00  8.3100E+00  7.5500E+00  1.0000E+00
  1.0000E+00  2.0000E+00  0.0000E+00  8.3100E+00  7.5500E+00  1.0000E+00
  1.9200E+00  2.0000E+00  0.0000E+00  8.3300E+00  8.4299E+00  1.0000E+00
  3.5000E+00  2.0000E+00  0.0000E+00  6.8500E+00  7.5590E+00  1.0000E+00
  5.0200E+00  2.0000E+00  0.0000E+00  6.0800E+00  6.4593E+00  1.0000E+00
  7.0300E+00  2.0000E+00  0.0000E+00  5.4000E+00  5.2081E+00  1.0000E+00
  7.0300E+00  2.0000E+00  0.0000E+00  5.4000E+00  5.2081E+00  1.0000E+00
  7.0300E+00  2.0000E+00  0.0000E+00  5.4000E+00  5.2081E+00  1.0000E+00
  2.4300E+01  2.0000E+00  0.0000E+00  9.0000E-01  8.1365E-01  1.0000E+00
TABLE NO.  1
 TIME        CAT         DOSE        CP          IPRED       W
  0.0000E+00  1.0000E+00  3.2000E+02  0.0000E+00  0.0000E+00  1.0000E+00
  1.0000E-01  3.0000E+00  0.0000E+00  3.0000E+00  2.1290E+00  1.0000E+10
  1.0000E+00  2.0000E+00  0.0000E+00  8.3100E+00  8.3099E+00  1.0000E+00
  1.0000E+00  2.0000E+00  0.0000E+00  8.3100E+00  8.3099E+00  1.0000E+00
  1.0000E+00  2.0000E+00  0.0000E+00  8.3100E+00  8.3099E+00  1.0000E+00
  1.0000E+00  2.0000E+00  0.0000E+00  8.3100E+00  8.3099E+00  1.0000E+00
  1.9200E+00  2.0000E+00  0.0000E+00  8.3300E+00  8.3301E+00  1.0000E+00
  1.9200E+00  2.0000E+00  0.0000E+00  8.3300E+00  8.3301E+00  1.0000E+00
  1.9200E+00  2.0000E+00  0.0000E+00  8.3300E+00  8.3301E+00  1.0000E+00
  1.9200E+00  2.0000E+00  0.0000E+00  8.3300E+00  8.3301E+00  1.0000E+00
  7.0300E+00  2.0000E+00  0.0000E+00  5.4000E+00  5.3988E+00  1.0000E+00
  9.0000E+00  2.0000E+00  0.0000E+00  4.5500E+00  4.5511E+00  1.0000E+00
TABLE NO.  1
 TIME        CAT         DOSE        CP          IPRED       W
  0.0000E+00  1.0000E+00  3.2000E+02  0.0000E+00  0.0000E+00  1.0000E+00
  1.0000E-01  3.0000E+00  0.0000E+00  3.0000E+00  2.8767E+00  1.0000E+10
  5.2000E-01  2.0000E+00  0.0000E+00  7.9100E+00  7.8521E+00  1.0000E+00
  5.2000E-01  2.0000E+00  0.0000E+00  7.9100E+00  7.8521E+00  1.0000E+00
  1.0000E+00  2.0000E+00  0.0000E+00  8.3100E+00  8.6795E+00  1.0000E+00
  1.9200E+00  2.0000E+00  0.0000E+00  8.3300E+00  8.1707E+00  1.0000E+00
  1.9200E+00  2.0000E+00  0.0000E+00  8.3300E+00  8.1707E+00  1.0000E+00
  1.9200E+00  2.0000E+00  0.0000E+00  8.3300E+00  8.1707E+00  1.0000E+00
  3.5000E+00  2.0000E+00  0.0000E+00  6.8500E+00  7.0048E+00  1.0000E+00
  3.5000E+00  2.0000E+00  0.0000E+00  6.8500E+00  7.0048E+00  1.0000E+00
  5.0200E+00  2.0000E+00  0.0000E+00  6.0800E+00  6.0332E+00  1.0000E+00
  5.0200E+00  2.0000E+00  0.0000E+00  6.0800E+00  6.0332E+00  1.0000E+00
TABLE NO.  1
 TIME        CAT         DOSE        CP          IPRED       W
  0.0000E+00  1.0000E+00  3.2000E+02  0.0000E+00  0.0000E+00  1.0000E+00
  1.0000E-01  3.0000E+00  0.0000E+00  3.0000E+00  1.6808E+00  1.0000E+10
  2.7000E-01  2.0000E+00  0.0000E+00  1.7100E+00  3.9026E+00  1.0000E+00
  2.7000E-01  2.0000E+00  0.0000E+00  1.7100E+00  3.9026E+00  1.0000E+00
  5.2000E-01  2.0000E+00  0.0000E+00  7.9100E+00  6.0914E+00  1.0000E+00
  5.2000E-01  2.0000E+00  0.0000E+00  7.9100E+00  6.0914E+00  1.0000E+00
  1.0000E+00  2.0000E+00  0.0000E+00  8.3100E+00  8.1248E+00  1.0000E+00
  1.9200E+00  2.0000E+00  0.0000E+00  8.3300E+00  8.7427E+00  1.0000E+00
  1.9200E+00  2.0000E+00  0.0000E+00  8.3300E+00  8.7427E+00  1.0000E+00
  9.0000E+00  2.0000E+00  0.0000E+00  4.5500E+00  4.3115E+00  1.0000E+00
  1.2000E+01  2.0000E+00  0.0000E+00  3.0100E+00  3.1374E+00  1.0000E+00
  2.4300E+01  2.0000E+00  0.0000E+00  9.0000E-01  8.5215E-01  1.0000E+00
TABLE NO.  1
 TIME        CAT         DOSE        CP          IPRED       W
  0.0000E+00  1.0000E+00  3.2000E+02  0.0000E+00  0.0000E+00  1.0000E+00
  1.0000E-01  3.0000E+00  0.0000E+00  3.0000E+00  2.7877E+00  1.0000E+10
  5.2000E-01  2.0000E+00  0.0000E+00  7.9100E+00  7.7753E+00  1.0000E+00
  1.0000E+00  2.0000E+00  0.0000E+00  8.3100E+00  8.6959E+00  1.0000E+00
  1.9200E+00  2.0000E+00  0.0000E+00  8.3300E+00  8.2406E+00  1.0000E+00
  1.9200E+00  2.0000E+00  0.0000E+00  8.3300E+00  8.2406E+00  1.0000E+00
  1.9200E+00  2.0000E+00  0.0000E+00  8.3300E+00  8.2406E+00  1.0000E+00
  5.0200E+00  2.0000E+00  0.0000E+00  6.0800E+00  6.1277E+00  1.0000E+00
  9.0000E+00  2.0000E+00  0.0000E+00  4.5500E+00  4.1802E+00  1.0000E+00
  1.2000E+01  2.0000E+00  0.0000E+00  3.0100E+00  3.1332E+00  1.0000E+00
  1.2000E+01  2.0000E+00  0.0000E+00  3.0100E+00  3.1332E+00  1.0000E+00
  1.2000E+01  2.0000E+00  0.0000E+00  3.0100E+00  3.1332E+00  1.0000E+00
TABLE NO.  1
 TIME        CAT         DOSE        CP          IPRED       W
  0.0000E+00  1.0000E+00  3.2000E+02  0.0000E+00  0.0000E+00  1.0000E+00
  1.0000E-01  3.0000E+00  0.0000E+00  3.0000E+00  2.0980E+00  1.0000E+10
  2.7000E-01  2.0000E+00  0.0000E+00  1.7100E+00  4.6645E+00  1.0000E+00
  5.2000E-01  2.0000E+00  0.0000E+00  7.9100E+00  6.8953E+00  1.0000E+00
  5.2000E-01  2.0000E+00  0.0000E+00  7.9100E+00  6.8953E+00  1.0000E+00
  5.2000E-01  2.0000E+00  0.0000E+00  7.9100E+00  6.8953E+00  1.0000E+00
  1.0000E+00  2.0000E+00  0.0000E+00  8.3100E+00  8.5219E+00  1.0000E+00
  1.0000E+00  2.0000E+00  0.0000E+00  8.3100E+00  8.5219E+00  1.0000E+00
  1.9200E+00  2.0000E+00  0.0000E+00  8.3300E+00  8.5334E+00  1.0000E+00
  3.5000E+00  2.0000E+00  0.0000E+00  6.8500E+00  7.2942E+00  1.0000E+00
  5.0200E+00  2.0000E+00  0.0000E+00  6.0800E+00  6.1923E+00  1.0000E+00
  7.0300E+00  2.0000E+00  0.0000E+00  5.4000E+00  4.9839E+00  1.0000E+00
TABLE NO.  1
 TIME        CAT         DOSE        CP          IPRED       W
  0.0000E+00  1.0000E+00  3.2000E+02  0.0000E+00  0.0000E+00  1.0000E+00
  1.0000E-01  3.0000E+00  0.0000E+00  3.0000E+00  2.9902E+00  1.0000E+10
  5.2000E-01  2.0000E+00  0.0000E+00  7.9100E+00  7.7911E+00  1.0000E+00
  1.0000E+00  2.0000E+00  0.0000E+00  8.3100E+00  8.4589E+00  1.0000E+00
  1.0000E+00  2.0000E+00  0.0000E+00  8.3100E+00  8.4589E+00  1.0000E+00
  1.0000E+00  2.0000E+00  0.0000E+00  8.3100E+00  8.4589E+00  1.0000E+00
  1.9200E+00  2.0000E+00  0.0000E+00  8.3300E+00  7.9970E+00  1.0000E+00
  1.9200E+00  2.0000E+00  0.0000E+00  8.3300E+00  7.9970E+00  1.0000E+00
  3.5000E+00  2.0000E+00  0.0000E+00  6.8500E+00  7.0160E+00  1.0000E+00
  3.5000E+00  2.0000E+00  0.0000E+00  6.8500E+00  7.0160E+00  1.0000E+00
  5.0200E+00  2.0000E+00  0.0000E+00  6.0800E+00  6.1825E+00  1.0000E+00
  9.0000E+00  2.0000E+00  0.0000E+00  4.5500E+00  4.4396E+00  1.0000E+00
TABLE NO.  1
 TIME        CAT         DOSE        CP          IPRED       W
  0.0000E+00  1.0000E+00  3.2000E+02  0.0000E+00  0.0000E+00  1.0000E+00
  1.0000E-01  3.0000E+00  0.0000E+00  3.0000E+00  2.1134E+00  1.0000E+10
  2.7000E-01  2.0000E+00  0.0000E+00  1.7100E+00  4.6944E+00  1.0000E+00
  5.2000E-01  2.0000E+00  0.0000E+00  7.9100E+00  6.9310E+00  1.0000E+00
  5.2000E-01  2.0000E+00  0.0000E+00  7.9100E+00  6.9310E+00  1.0000E+00
  5.2000E-01  2.0000E+00  0.0000E+00  7.9100E+00  6.9310E+00  1.0000E+00
  1.0000E+00  2.0000E+00  0.0000E+00  8.3100E+00  8.5505E+00  1.0000E+00
  3.5000E+00  2.0000E+00  0.0000E+00  6.8500E+00  7.2845E+00  1.0000E+00
  3.5000E+00  2.0000E+00  0.0000E+00  6.8500E+00  7.2845E+00  1.0000E+00
  5.0200E+00  2.0000E+00  0.0000E+00  6.0800E+00  6.1707E+00  1.0000E+00
  7.0300E+00  2.0000E+00  0.0000E+00  5.4000E+00  4.9524E+00  1.0000E+00
  1.2000E+01  2.0000E+00  0.0000E+00  3.0100E+00  2.8749E+00  1.0000E+00
TABLE NO.  1
 TIME        CAT         DOSE        CP          IPRED       W
  0.0000E+00  1.0000E+00  3.2000E+02  0.0000E+00  0.0000E+00  1.0000E+00
  1.0000E-01  3.0000E+00  0.0000E+00  3.0000E+00  3.3871E+00  1.0000E+10
  5.2000E-01  2.0000E+00  0.0000E+00  7.9100E+00  7.9133E+00  1.0000E+00
  5.2000E-01  2.0000E+00  0.0000E+00  7.9100E+00  7.9133E+00  1.0000E+00
  5.2000E-01  2.0000E+00  0.0000E+00  7.9100E+00  7.9133E+00  1.0000E+00
  1.0000E+00  2.0000E+00  0.0000E+00  8.3100E+00  8.2502E+00  1.0000E+00
  3.5000E+00  2.0000E+00  0.0000E+00  6.8500E+00  6.8664E+00  1.0000E+00
  3.5000E+00  2.0000E+00  0.0000E+00  6.8500E+00  6.8664E+00  1.0000E+00
  3.5000E+00  2.0000E+00  0.0000E+00  6.8500E+00  6.8664E+00  1.0000E+00
  3.5000E+00  2.0000E+00  0.0000E+00  6.8500E+00  6.8664E+00  1.0000E+00
  5.0200E+00  2.0000E+00  0.0000E+00  6.0800E+00  6.1096E+00  1.0000E+00
  9.0000E+00  2.0000E+00  0.0000E+00  4.5500E+00  4.5002E+00  1.0000E+00
TABLE NO.  1
 TIME        CAT         DOSE        CP          IPRED       W
  0.0000E+00  1.0000E+00  3.2000E+02  0.0000E+00  0.0000E+00  1.0000E+00
  1.0000E-01  3.0000E+00  0.0000E+00  3.0000E+00  1.7897E+00  1.0000E+10
  2.7000E-01  2.0000E+00  0.0000E+00  1.7100E+00  4.0581E+00  1.0000E+00
  5.2000E-01  2.0000E+00  0.0000E+00  7.9100E+00  6.1502E+00  1.0000E+00
  1.0000E+00  2.0000E+00  0.0000E+00  8.3100E+00  7.8793E+00  1.0000E+00
  3.5000E+00  2.0000E+00  0.0000E+00  6.8500E+00  7.2563E+00  1.0000E+00
  3.5000E+00  2.0000E+00  0.0000E+00  6.8500E+00  7.2563E+00  1.0000E+00
  5.0200E+00  2.0000E+00  0.0000E+00  6.0800E+00  6.3232E+00  1.0000E+00
  7.0300E+00  2.0000E+00  0.0000E+00  5.4000E+00  5.2649E+00  1.0000E+00
  7.0300E+00  2.0000E+00  0.0000E+00  5.4000E+00  5.2649E+00  1.0000E+00
  9.0000E+00  2.0000E+00  0.0000E+00  4.5500E+00  4.3996E+00  1.0000E+00
  9.0000E+00  2.0000E+00  0.0000E+00  4.5500E+00  4.3996E+00  1.0000E+00
TABLE NO.  1
 TIME        CAT         DOSE        CP          IPRED       W
  0.0000E+00  1.0000E+00  3.2000E+02  0.0000E+00  0.0000E+00  1.0000E+00
  1.0000E-01  3.0000E+00  0.0000E+00  3.0000E+00  1.3545E+00  1.0000E+10
  2.7000E-01  2.0000E+00  0.0000E+00  1.7100E+00  3.1927E+00  1.0000E+00
  1.0000E+00  2.0000E+00  0.0000E+00  8.3100E+00  6.9932E+00  1.0000E+00
  3.5000E+00  2.0000E+00  0.0000E+00  6.8500E+00  7.1147E+00  1.0000E+00
  3.5000E+00  2.0000E+00  0.0000E+00  6.8500E+00  7.1147E+00  1.0000E+00
  3.5000E+00  2.0000E+00  0.0000E+00  6.8500E+00  7.1147E+00  1.0000E+00
  5.0200E+00  2.0000E+00  0.0000E+00  6.0800E+00  6.1934E+00  1.0000E+00
  5.0200E+00  2.0000E+00  0.0000E+00  6.0800E+00  6.1934E+00  1.0000E+00
  7.0300E+00  2.0000E+00  0.0000E+00  5.4000E+00  5.1239E+00  1.0000E+00
  9.0000E+00  2.0000E+00  0.0000E+00  4.5500E+00  4.2528E+00  1.0000E+00
  2.4300E+01  2.0000E+00  0.0000E+00  9.0000E-01  1.0002E+00  1.0000E+00
TABLE NO.  1
 TIME        CAT         DOSE        CP          IPRED       W
  0.0000E+00  1.0000E+00  3.2000E+02  0.0000E+00  0.0000E+00  1.0000E+00
  1.0000E-01  3.0000E+00  0.0000E+00  3.0000E+00  1.7810E+00  1.0000E+10
  2.7000E-01  2.0000E+00  0.0000E+00  1.7100E+00  4.0819E+00  1.0000E+00
  5.2000E-01  2.0000E+00  0.0000E+00  7.9100E+00  6.2658E+00  1.0000E+00
  1.0000E+00  2.0000E+00  0.0000E+00  8.3100E+00  8.1538E+00  1.0000E+00
  1.0000E+00  2.0000E+00  0.0000E+00  8.3100E+00  8.1538E+00  1.0000E+00
  1.0000E+00  2.0000E+00  0.0000E+00  8.3100E+00  8.1538E+00  1.0000E+00
  3.5000E+00  2.0000E+00  0.0000E+00  6.8500E+00  7.4050E+00  1.0000E+00
  5.0200E+00  2.0000E+00  0.0000E+00  6.0800E+00  6.2818E+00  1.0000E+00
  5.0200E+00  2.0000E+00  0.0000E+00  6.0800E+00  6.2818E+00  1.0000E+00
  9.0000E+00  2.0000E+00  0.0000E+00  4.5500E+00  4.0661E+00  1.0000E+00
  1.2000E+01  2.0000E+00  0.0000E+00  3.0100E+00  2.9292E+00  1.0000E+00
TABLE NO.  1
 TIME        CAT         DOSE        CP          IPRED       W
  0.0000E+00  1.0000E+00  3.2000E+02  0.0000E+00  0.0000E+00  1.0000E+00
  1.0000E-01  3.0000E+00  0.0000E+00  3.0000E+00  8.7079E-01  1.0000E+10
  2.7000E-01  2.0000E+00  0.0000E+00  1.7100E+00  2.1619E+00  1.0000E+00
  2.7000E-01  2.0000E+00  0.0000E+00  1.7100E+00  2.1619E+00  1.0000E+00
  2.7000E-01  2.0000E+00  0.0000E+00  1.7100E+00  2.1619E+00  1.0000E+00
  1.9200E+00  2.0000E+00  0.0000E+00  8.3300E+00  7.3422E+00  1.0000E+00
  5.0200E+00  2.0000E+00  0.0000E+00  6.0800E+00  6.5610E+00  1.0000E+00
  5.0200E+00  2.0000E+00  0.0000E+00  6.0800E+00  6.5610E+00  1.0000E+00
  9.0000E+00  2.0000E+00  0.0000E+00  4.5500E+00  4.3009E+00  1.0000E+00
  9.0000E+00  2.0000E+00  0.0000E+00  4.5500E+00  4.3009E+00  1.0000E+00
  1.2000E+01  2.0000E+00  0.0000E+00  3.0100E+00  3.0866E+00  1.0000E+00
  2.4300E+01  2.0000E+00  0.0000E+00  9.0000E-01  7.8958E-01  1.0000E+00
TABLE NO.  1
 TIME        CAT         DOSE        CP          IPRED       W
  0.0000E+00  1.0000E+00  3.2000E+02  0.0000E+00  0.0000E+00  1.0000E+00
  1.0000E-01  3.0000E+00  0.0000E+00  3.0000E+00  1.6977E+00  1.0000E+10
  2.7000E-01  2.0000E+00  0.0000E+00  1.7100E+00  3.9167E+00  1.0000E+00
  2.7000E-01  2.0000E+00  0.0000E+00  1.7100E+00  3.9167E+00  1.0000E+00
  5.2000E-01  2.0000E+00  0.0000E+00  7.9100E+00  6.0635E+00  1.0000E+00
  5.2000E-01  2.0000E+00  0.0000E+00  7.9100E+00  6.0635E+00  1.0000E+00
  1.9200E+00  2.0000E+00  0.0000E+00  8.3300E+00  8.4981E+00  1.0000E+00
  3.5000E+00  2.0000E+00  0.0000E+00  6.8500E+00  7.4501E+00  1.0000E+00
  5.0200E+00  2.0000E+00  0.0000E+00  6.0800E+00  6.3652E+00  1.0000E+00
  7.0300E+00  2.0000E+00  0.0000E+00  5.4000E+00  5.1554E+00  1.0000E+00
  9.0000E+00  2.0000E+00  0.0000E+00  4.5500E+00  4.1924E+00  1.0000E+00
  1.2000E+01  2.0000E+00  0.0000E+00  3.0100E+00  3.0599E+00  1.0000E+00
TABLE NO.  1
 TIME        CAT         DOSE        CP          IPRED       W
  0.0000E+00  1.0000E+00  3.2000E+02  0.0000E+00  0.0000E+00  1.0000E+00
  1.0000E-01  3.0000E+00  0.0000E+00  3.0000E+00  1.1468E+00  1.0000E+10
  2.7000E-01  2.0000E+00  0.0000E+00  1.7100E+00  2.7999E+00  1.0000E+00
  2.7000E-01  2.0000E+00  0.0000E+00  1.7100E+00  2.7999E+00  1.0000E+00
  1.0000E+00  2.0000E+00  0.0000E+00  8.3100E+00  6.9064E+00  1.0000E+00
  1.9200E+00  2.0000E+00  0.0000E+00  8.3300E+00  8.4064E+00  1.0000E+00
  5.0200E+00  2.0000E+00  0.0000E+00  6.0800E+00  6.7964E+00  1.0000E+00
  7.0300E+00  2.0000E+00  0.0000E+00  5.4000E+00  5.3715E+00  1.0000E+00
  7.0300E+00  2.0000E+00  0.0000E+00  5.4000E+00  5.3715E+00  1.0000E+00
  9.0000E+00  2.0000E+00  0.0000E+00  4.5500E+00  4.2419E+00  1.0000E+00
  1.2000E+01  2.0000E+00  0.0000E+00  3.0100E+00  2.9571E+00  1.0000E+00
  1.2000E+01  2.0000E+00  0.0000E+00  3.0100E+00  2.9571E+00  1.0000E+00
TABLE NO.  1
 TIME        CAT         DOSE        CP          IPRED       W
  0.0000E+00  1.0000E+00  3.2000E+02  0.0000E+00  0.0000E+00  1.0000E+00
  1.0000E-01  3.0000E+00  0.0000E+00  3.0000E+00  9.7219E-01  1.0000E+10
  2.7000E-01  2.0000E+00  0.0000E+00  1.7100E+00  2.3984E+00  1.0000E+00
  1.9200E+00  2.0000E+00  0.0000E+00  8.3300E+00  7.7716E+00  1.0000E+00
  5.0200E+00  2.0000E+00  0.0000E+00  6.0800E+00  6.6957E+00  1.0000E+00
  7.0300E+00  2.0000E+00  0.0000E+00  5.4000E+00  5.4001E+00  1.0000E+00
  7.0300E+00  2.0000E+00  0.0000E+00  5.4000E+00  5.4001E+00  1.0000E+00
  9.0000E+00  2.0000E+00  0.0000E+00  4.5500E+00  4.3351E+00  1.0000E+00
  9.0000E+00  2.0000E+00  0.0000E+00  4.5500E+00  4.3351E+00  1.0000E+00
  1.2000E+01  2.0000E+00  0.0000E+00  3.0100E+00  3.0947E+00  1.0000E+00
  1.2000E+01  2.0000E+00  0.0000E+00  3.0100E+00  3.0947E+00  1.0000E+00
  2.4300E+01  2.0000E+00  0.0000E+00  9.0000E-01  7.7572E-01  1.0000E+00
TABLE NO.  1
 TIME        CAT         DOSE        CP          IPRED       W
  0.0000E+00  1.0000E+00  3.2000E+02  0.0000E+00  0.0000E+00  1.0000E+00
  1.0000E-01  3.0000E+00  0.0000E+00  3.0000E+00  1.7295E+00  1.0000E+10
  2.7000E-01  2.0000E+00  0.0000E+00  1.7100E+00  3.9498E+00  1.0000E+00
  5.2000E-01  2.0000E+00  0.0000E+00  7.9100E+00  6.0389E+00  1.0000E+00
  1.9200E+00  2.0000E+00  0.0000E+00  8.3300E+00  8.2165E+00  1.0000E+00
  1.9200E+00  2.0000E+00  0.0000E+00  8.3300E+00  8.2165E+00  1.0000E+00
  3.5000E+00  2.0000E+00  0.0000E+00  6.8500E+00  7.2383E+00  1.0000E+00
  3.5000E+00  2.0000E+00  0.0000E+00  6.8500E+00  7.2383E+00  1.0000E+00
  5.0200E+00  2.0000E+00  0.0000E+00  6.0800E+00  6.2584E+00  1.0000E+00
  7.0300E+00  2.0000E+00  0.0000E+00  5.4000E+00  5.1549E+00  1.0000E+00
  9.0000E+00  2.0000E+00  0.0000E+00  4.5500E+00  4.2621E+00  1.0000E+00
  2.4300E+01  2.0000E+00  0.0000E+00  9.0000E-01  9.7299E-01  1.0000E+00
TABLE NO.  1
 TIME        CAT         DOSE        CP          IPRED       W
  0.0000E+00  1.0000E+00  3.2000E+02  0.0000E+00  0.0000E+00  1.0000E+00
  1.0000E-01  3.0000E+00  0.0000E+00  3.0000E+00  2.8218E+00  1.0000E+10
  5.2000E-01  2.0000E+00  0.0000E+00  7.9100E+00  7.9035E+00  1.0000E+00
  1.9200E+00  2.0000E+00  0.0000E+00  8.3300E+00  8.4337E+00  1.0000E+00
  1.9200E+00  2.0000E+00  0.0000E+00  8.3300E+00  8.4337E+00  1.0000E+00
  7.0300E+00  2.0000E+00  0.0000E+00  5.4000E+00  5.2583E+00  1.0000E+00
  7.0300E+00  2.0000E+00  0.0000E+00  5.4000E+00  5.2583E+00  1.0000E+00
  7.0300E+00  2.0000E+00  0.0000E+00  5.4000E+00  5.2583E+00  1.0000E+00
  7.0300E+00  2.0000E+00  0.0000E+00  5.4000E+00  5.2583E+00  1.0000E+00
  9.0000E+00  2.0000E+00  0.0000E+00  4.5500E+00  4.3798E+00  1.0000E+00
  1.2000E+01  2.0000E+00  0.0000E+00  3.0100E+00  3.3156E+00  1.0000E+00
  1.2000E+01  2.0000E+00  0.0000E+00  3.0100E+00  3.3156E+00  1.0000E+00
TABLE NO.  1
 TIME        CAT         DOSE        CP          IPRED       W
  0.0000E+00  1.0000E+00  3.2000E+02  0.0000E+00  0.0000E+00  1.0000E+00
  1.0000E-01  3.0000E+00  0.0000E+00  3.0000E+00  1.7354E+00  1.0000E+10
  2.7000E-01  2.0000E+00  0.0000E+00  1.7100E+00  4.0000E+00  1.0000E+00
  5.2000E-01  2.0000E+00  0.0000E+00  7.9100E+00  6.1864E+00  1.0000E+00
  1.0000E+00  2.0000E+00  0.0000E+00  8.3100E+00  8.1455E+00  1.0000E+00
  1.0000E+00  2.0000E+00  0.0000E+00  8.3100E+00  8.1455E+00  1.0000E+00
  1.9200E+00  2.0000E+00  0.0000E+00  8.3300E+00  8.6651E+00  1.0000E+00
  5.0200E+00  2.0000E+00  0.0000E+00  6.0800E+00  6.5516E+00  1.0000E+00
  7.0300E+00  2.0000E+00  0.0000E+00  5.4000E+00  5.3433E+00  1.0000E+00
  9.0000E+00  2.0000E+00  0.0000E+00  4.5500E+00  4.3750E+00  1.0000E+00
  9.0000E+00  2.0000E+00  0.0000E+00  4.5500E+00  4.3750E+00  1.0000E+00
  2.4300E+01  2.0000E+00  0.0000E+00  9.0000E-01  9.2587E-01  1.0000E+00
TABLE NO.  1
 TIME        CAT         DOSE        CP          IPRED       W
  0.0000E+00  1.0000E+00  3.2000E+02  0.0000E+00  0.0000E+00  1.0000E+00
  1.0000E-01  3.0000E+00  0.0000E+00  3.0000E+00  3.0256E+00  1.0000E+10
  5.2000E-01  2.0000E+00  0.0000E+00  7.9100E+00  7.8776E+00  1.0000E+00
  5.2000E-01  2.0000E+00  0.0000E+00  7.9100E+00  7.8776E+00  1.0000E+00
  1.0000E+00  2.0000E+00  0.0000E+00  8.3100E+00  8.5485E+00  1.0000E+00
  1.9200E+00  2.0000E+00  0.0000E+00  8.3300E+00  8.0767E+00  1.0000E+00
  3.5000E+00  2.0000E+00  0.0000E+00  6.8500E+00  7.0791E+00  1.0000E+00
  9.0000E+00  2.0000E+00  0.0000E+00  4.5500E+00  4.4647E+00  1.0000E+00
  9.0000E+00  2.0000E+00  0.0000E+00  4.5500E+00  4.4647E+00  1.0000E+00
  9.0000E+00  2.0000E+00  0.0000E+00  4.5500E+00  4.4647E+00  1.0000E+00
  9.0000E+00  2.0000E+00  0.0000E+00  4.5500E+00  4.4647E+00  1.0000E+00
  2.4300E+01  2.0000E+00  0.0000E+00  9.0000E-01  1.2386E+00  1.0000E+00
TABLE NO.  1
 TIME        CAT         DOSE        CP          IPRED       W
  0.0000E+00  1.0000E+00  3.2000E+02  0.0000E+00  0.0000E+00  1.0000E+00
  1.0000E-01  3.0000E+00  0.0000E+00  3.0000E+00  1.3366E+00  1.0000E+10
  2.7000E-01  2.0000E+00  0.0000E+00  1.7100E+00  3.1728E+00  1.0000E+00
  1.0000E+00  2.0000E+00  0.0000E+00  8.3100E+00  7.1065E+00  1.0000E+00
  3.5000E+00  2.0000E+00  0.0000E+00  6.8500E+00  7.3218E+00  1.0000E+00
  5.0200E+00  2.0000E+00  0.0000E+00  6.0800E+00  6.3144E+00  1.0000E+00
  5.0200E+00  2.0000E+00  0.0000E+00  6.0800E+00  6.3144E+00  1.0000E+00
  7.0300E+00  2.0000E+00  0.0000E+00  5.4000E+00  5.1469E+00  1.0000E+00
  9.0000E+00  2.0000E+00  0.0000E+00  4.5500E+00  4.2086E+00  1.0000E+00
  1.2000E+01  2.0000E+00  0.0000E+00  3.0100E+00  3.0974E+00  1.0000E+00
  2.4300E+01  2.0000E+00  0.0000E+00  9.0000E-01  8.8124E-01  1.0000E+00
  2.4300E+01  2.0000E+00  0.0000E+00  9.0000E-01  8.8124E-01  1.0000E+00
TABLE NO.  1
 TIME        CAT         DOSE        CP          IPRED       W
  0.0000E+00  1.0000E+00  3.2000E+02  0.0000E+00  0.0000E+00  1.0000E+00
  1.0000E-01  3.0000E+00  0.0000E+00  3.0000E+00  6.6869E-01  1.0000E+10
  2.7000E-01  2.0000E+00  0.0000E+00  1.7100E+00  1.6814E+00  1.0000E+00
  3.5000E+00  2.0000E+00  0.0000E+00  6.8500E+00  6.7674E+00  1.0000E+00
  5.0200E+00  2.0000E+00  0.0000E+00  6.0800E+00  6.2174E+00  1.0000E+00
  5.0200E+00  2.0000E+00  0.0000E+00  6.0800E+00  6.2174E+00  1.0000E+00
  9.0000E+00  2.0000E+00  0.0000E+00  4.5500E+00  4.2991E+00  1.0000E+00
  9.0000E+00  2.0000E+00  0.0000E+00  4.5500E+00  4.2991E+00  1.0000E+00
